1	v1	1	1	1	2	-1.0869292	-0.5641917	1.8390710
1	v2	1	1	1	2	-2.0004586	2.7655503	1.2723008
1	v3	1	1	1	2	-1.1930160	-0.9809459	1.5040212
1	v4	1	1	1	2	-1.1923003	0.4609085	1.3107135
1	v5	1	1	1	2	-1.0760065	-0.4220091	1.3480363
1	v6	1	1	1	2	-1.9337738	1.9058557	1.3896756
1	v7	1	1	1	2	-2.2242107	4.2708562	1.9576821
1	v8	1	1	1	2	-1.5607993	1.2431678	1.0482516
1	v9	1	1	1	2	-2.5863835	3.3146104	1.9410892
1	v10	1	1	1	2	-2.2305548	2.2772889	1.3474207
1	v11	1	1	1	2	-1.2540378	-1.3979696	1.7740649
1	v12	1	1	1	2	-1.3686082	-0.5158364	1.5506417
0	Group1	1	1	0	0.0000000	1.0000000
